"paper_type","revenue","account_id","account_manager","account_name","business_size","cancelled_at","days_to_close","days_to_ship","discount","index","order_id","payment_cycle","price","product_id","product_name","purchased_at","quantity","rating","returned_at","review","reviewed_at","shipping_address","shipping_city","shipping_cost","shipping_latitude","shipping_longitude","shipping_mode","shipping_region","shipping_state","shipping_zip","status","order_contact_name","order_contact_email"
"Copy",244630,"60906229fc13ae0a6b000209","Ryan Howard","Leffler, Brekke and Champlin",399,,28,4,,3,"d316d8a3-d181-49c6-8aa2-d531bfe5e5d8","BIWEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-08-29 16:38:06.000,170,3,,"I've never had a problem with Dunder Mifflin before, but this time my order was MISSING several bundles",2021-09-14 05:35:42.000,"469 Hansons Court","Croninfort",100,39.982598,-90.402049,"EXPRESS","South","OK",62620,"COMPLETED","Victoria Horse","victoria@leffler.com"
"Kraft Roll",7476,"60906229fc13ae0a6b000122","Ryan Howard","Cruickshank-Leuschke",231,,113,7,3.2,2,"d36459d0-ad63-45cb-8563-2483d5fc41e2","MONTH",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-02-25 08:15:19.000,210,4,,"Heard of Dunder Mifflin through the grapevine, and they did not disappoint!",2021-03-26 19:32:07.000,"928 Old Shore Park","East Madyson",100,29.202324,-97.076306,"EXPRESS","West","AZ",78000,"COMPLETED","Ike Bear","ike@cruickshank-leuschke.com"
"Kraft Roll",356,"60906229fc13ae0a6b0002d1","Stanley Hudson","Mohr and Sons",404,,97,5,0.71,10,"d36d0590-d6e5-4c12-b732-32e4c43163fe","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-02-22 12:27:20.000,10,5,,"Ordering from them is a breeze! My sales rep took care of everything for me",2021-03-21 21:05:44.000,"2758 Hintze Street","Katherynmouth",,42.811821,-103.330405,"REGULAR","Midwest","IN",69720,"COMPLETED","Alice Koala","alice@mohr.com"
"Printer",4250,"60906229fc13ae0a6b000108","Kelly Kapoor","Berge, Friesen and Hagenes",545,,114,5,,5,"d3a71eaf-7279-4a09-9ab3-9b5752ea47ae","BIWEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-08-04 22:18:44.000,170,,,,,"247 Fallview Court","New Cheyenne",,41.768455,-71.515778,"REGULAR","Midwest","OH",2984,"COMPLETED","Rowan Tiger","rowan@berge.com"
"Multipurpose",119.80000000000001,"60906229fc13ae0a6b00023d","Oscar Martinez","Schamberger PLC",313,,27,0,,2,"d3b61ce9-7099-40c6-8ef9-785c6b9c4906","ANNUAL",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-03-08 02:10:33.000,20,,,,,"8 Crest Line Pass","Marcustown",100,41.025977,-74.061061,"EXPRESS","Northeast","NY",7692,"COMPLETED","Tipper Cow","tipper@schamberger.com"
"Multipurpose",162270,"60906229fc13ae0a6b00009b","Dwight Schrute","O'Hara, Smith and Luettgen",520,,143,0,,7,"d3b940e5-c783-4b7b-b42a-8ff306a7bc4b","WEEK",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-06-25 20:27:40.000,90,2,,"Beware! Once they lock you into a contract, it's extremely difficult to change or get out of it",2021-07-23 15:25:16.000,"7648 Monterey Circle","East Sabrina",100,42.965044,-72.294803,"EXPRESS","Northeast","PA",3439,"COMPLETED","Renée Rhino","renée@ohara.com"
"Cardstock",369,"60906229fc13ae0a6b00003e","Phyllis Vance","Mann, Howe and Bosco",555,,70,5,,15,"d3c0bb2c-e1c0-4aa8-8023-0a6a9abacb0e","WEEK",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-09-02 13:14:09.000,100,5,,"Paper quality is great, but customer service is better!",2021-09-12 15:23:45.000,"419 Golf View Lane","New Elveramouth",,41.775539,-111.806655,"REGULAR","South","KY",84356,"COMPLETED","Chevre Goat","chevre@mann.com"
"Copy",287800,"60906229fc13ae0a6b0000e9","Kevin Malone","Pfannerstill-Hoeger",89,,45,7,,6,"d414140d-d32c-44dc-97f2-fa339f5eb9f5","MONTH",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-11-05 09:27:06.000,200,5,,"Great customer service. Great product. Would purchase again!!",2021-12-04 15:27:06.000,"1301 Hallows Circle","Okunevashire",,27.025247,-82.346959,"REGULAR","South","SC",34404,"COMPLETED","Weber Duck","weber@pfannerstill-hoeger.com"
"Printer",5000,"60906229fc13ae0a6b000061","Andy Bernard","Brakus-Thompson",182,,98,7,,6,"d419c8f6-4295-4858-a836-49d0b8309df3","MONTH",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-01-24 22:56:27.000,200,,,,,"5 Pearson Avenue","Wolfburgh",,40.734708,-95.156343,"REGULAR","South","OK",51708,"COMPLETED","Apple Hamster","apple@brakus-thompson.com"
"Copy",259020,"60906229fc13ae0a6b000378","Ryan Howard","Lakin Ltd",705,,47,5,,4,"d41c4ddd-4594-4d63-b688-0e14364a3a15","BIWEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-10-26 14:02:01.000,180,5,,"We've been buying from Dunder Mifflin for a few years now and each time they do not disappoint!",2021-11-09 22:40:25.000,"02129 Hovde Lane","Goldnerborough",100,29.469011,-98.797801,"EXPRESS","West","MT",78253,"COMPLETED","Pango Anteater","pango@lakin.com"
"Printer",398.7,"60906229fc13ae0a6b0000f1","Dwight Schrute","Wehner-Bergnaum",299,,19,5,,13,"d43f5aef-0b34-4e67-a6ef-c500ea7f7c17","WEEK",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-07-22 12:52:52.000,30,2,,"We've been loyal customers for many years, but sadly we have made the decision to switch to Prince Paper. They offer a much wider selection.",2021-08-14 06:09:40.000,"79 Cambridge Lane","West Ryder",,39.131186,-88.435002,"REGULAR","South","KY",62467,"COMPLETED","Biff Hippo","biff@wehner-bergnaum.com"
"Cardstock",369,"60906229fc13ae0a6b000195","Meredith Palmer","Halvorson, Marks and Turner",746,,9,7,,10,"d4fada72-86e4-465b-84d0-9e79e185c0c1","WEEK",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-09-15 17:55:03.000,100,5,,"Our CEO is rather picky and only uses this particular paper brand. Luckily, Dunder Mifflin is one of the few places that we know will always carry it!",2021-09-27 18:38:15.000,"00094 Kenwood Plaza","East Elisefurt",100,32.670646,-117.094668,"EXPRESS","West","UT",91960,"COMPLETED","Alice Koala","alice@halvorson.com"
"Cardstock",664.2,"60906229fc13ae0a6b000170","Stanley Hudson","Ondricka, Ullrich and Hackett",112,,0,1,,1,"d51c3407-4f80-41e9-9f24-6f395e9d2e29","MONTH",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-07-06 15:18:10.000,180,5,,"Great deal",2021-07-19 22:01:22.000,"884 Crest Line Road","Darronville",100,38.801059,-76.645107,"EXPRESS","Northeast","ME",20711,"COMPLETED","Candi Mouse","candi@ondricka.com"
"Copy",484399.3,"60906229fc13ae0a6b0003b9","Meredith Palmer","Mills Ltd",852,,150,7,,8,"d5d75817-d672-41fc-9459-a8747bb71437","ANNUAL",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-10-15 22:52:33.000,70,,"2021-10-22 21:26:09",,,"32 Kings Point","North Antwonmouth",100,43.333988,-71.446658,"EXPRESS","West","CO",3324,"RETURNED","Graham Hamster","graham@mills.com"
"Multipurpose",1257.9,"60906229fc13ae0a6b000305","Ryan Howard","Kuhlman, Feest and Ankunding",314,,50,0,,14,"d5f58d7c-f214-4940-9bda-d55a16110e9b","MONTH",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-05-06 13:29:59.000,210,,,,,"22 Cardinal Place","Yostbury",100,35.980449,-105.197076,"EXPRESS","Northeast","PA",87739,"COMPLETED","Astrid Kangaroo","astrid@kuhlman.com"
"Printer",4250,"60906229fc13ae0a6b00027f","Michael Scott","Harber-Lockman",799,,11,9,,2,"d5f59b84-17f1-4f59-8a3a-bf645f0709af","BIWEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-09-28 13:28:56.000,170,,,,,"2913 Wayridge Way","Gottliebfort",,32.490854,-89.284427,"REGULAR","West","NV",39058,"COMPLETED","Tia Elephant","tia@harber-lockman.com"
"Printer",1450.8999999999999,"60906229fc13ae0a6b00037a","Stanley Hudson","Wisozk, Metz and Torp",192,,120,5,,7,"d63090b6-ff34-4a63-8b9e-6145eb385478","MONTH",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-08-24 00:00:37.000,110,5,,"Great customer service. Great product. Would purchase again!!",2021-09-05 23:17:25.000,"74 Parkside Parkway","West Raphaelton",,26.692897,-82.034065,"REGULAR","South","SC",34072,"COMPLETED","Graham Hamster","graham@wisozk.com"
"Printer",2790.8999999999996,"60906229fc13ae0a6b000222","Creed Patton","Mosciski-Barrows",140,,32,1,,2,"d6962739-e336-4b91-a605-215eedbe4cd3","MONTH",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-05-11 03:49:01.000,210,3,,"Wish they had more selection. I have to order paper from various sources just to make sure that our company is completely stocked.",2021-05-28 20:08:13.000,"0147 Buhler Street","West Kristinafurt",100,36.288406,-109.255418,"EXPRESS","Northeast","NY",86658,"COMPLETED","Mac Dog","mac@mosciski-barrows.com"
"Multipurpose",778.7,"60906229fc13ae0a6b000013","Pam Beesly","Boyer PLC",296,,84,3,,2,"d6bb3dac-c4c7-49fe-bdc8-1516192a366b","BIWEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-05-04 16:47:48.000,130,,,,,"34797 Elmside Park","New Brettside",100,33.133196,-82.549061,"EXPRESS","South","SC",30804,"COMPLETED","Bubbles Hippo","bubbles@boyer.com"
"Cardstock",10313.4,"60906229fc13ae0a6b0002dd","Phyllis Vance","Ward and Sons",4514,,3,5,18.91,4,"d6e5d6cb-7a86-4043-8204-932e19aa6c38","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-01-28 19:01:52.000,60,3,,"Just ok",2021-02-27 02:28:16.000,"585 Clove Trail","Elmoreville",,29.808328,-90.750267,"REGULAR","Midwest","OH",70301,"COMPLETED","Naomi Cow","naomi@ward.com"
"Kraft Roll",712,"60906229fc13ae0a6b000074","Andy Bernard","Gleichner-Cole",405,,139,6,3.56,15,"d6f9d49d-5c01-4bfa-936d-6aff0f715de5","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-10-30 14:36:27.000,20,3,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",2021-11-14 08:36:27.000,"94 Pawling Lane","Jensenville",100,43.259333,-83.55025,"EXPRESS","West","HI",48746,"COMPLETED","Mint Squirrel","mint@gleichner-cole.com"
"Cardstock",22345.699999999997,"60906229fc13ae0a6b000241","Stanley Hudson","Bauch, Osinski and Reynolds",1036,,44,1,25.78,13,"d6fb1694-9673-4fc6-864d-44b377f5f362","WEEK",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-10-03 14:04:30.000,130,4,,"Excellent customer service. The product itself is standard, but I enjoy working with my account manager so much that we end up resubscribing.",2021-10-23 10:14:06.000,"92505 Northview Street","East Kaseymouth",100,35.030496,-85.14578,"EXPRESS","Northeast","ME",37467,"COMPLETED","Goldie Dog","goldie@bauch.com"
"Printer",2259.2999999999997,"60906229fc13ae0a6b0001dc","Kevin Malone","Hammes-Rohan",111,,60,5,,8,"d728ba32-ccfc-421c-854a-12da9fd51638","MONTH",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-11-05 06:04:08.000,170,5,,"Found this site through a coupon deal and got a great deal!",2021-11-28 19:01:44.000,"9 Sage Court","New Rosarioville",,37.721052,-122.413573,"REGULAR","South","TN",94156,"COMPLETED","Patty Cow","patty@hammes-rohan.com"
"Kraft Roll",1199.8,"60906229fc13ae0a6b00014f","Meredith Palmer","Lowe-Hermann",594,,14,9,6.6,7,"d78e651d-3e89-41b9-b124-812e529fa243","ANNUAL",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-09-12 00:51:23.000,20,3,,"Average. Prince Paper has better shipping options and more selections.",2021-09-25 21:58:35.000,"039 Westridge Court","Sanfordview",,42.970338,-83.65859,"REGULAR","West","HI",48530,"COMPLETED","Judy Cub","judy@lowe-hermann.com"
"Multipurpose",46001.8,"60906229fc13ae0a6b000152","Andy Bernard","Batz-Schoen",2404,,114,9,,3,"d7fba6a2-e78d-4cb7-aa98-4ffce4d7fae4","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-11-26 10:08:16.000,20,3,,"I've never had a problem with Dunder Mifflin before, but this time my order was MISSING several bundles",2021-12-21 14:41:52.000,"40 Colorado Avenue","Gusikowskiville",,39.426562,-84.497608,"REGULAR","West","HI",45011,"COMPLETED","Judy Cub","judy@batz-schoen.com"
"Printer",2500,"60906229fc13ae0a6b0001f0","Kelly Kapoor","Lockman LLC",402,,139,10,,15,"d8782c00-77cb-40c9-bed7-9c2c4f5c6c3c","BIWEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-04-02 12:35:23.000,100,,,,,"6801 Vahlen Lane","East Karen",,36.07174,-88.288871,"REGULAR","West","WA",38342,"COMPLETED","Timbra Sheep","timbra@lockman.com"
"Printer",2750,"60906229fc13ae0a6b0003ae","Andy Bernard","Bogisich-Strosin",925,,100,1,,4,"d88c46e7-efc8-4b9e-8cef-2c3f087c1cd8","WEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-12-15 05:37:05.000,110,,,,,"4470 Hooker Hill","Shieldsbury",100,39.961192,-83.035484,"EXPRESS","Midwest","MN",43222,"COMPLETED","Rory Lion","rory@bogisich-strosin.com"
"Multipurpose",460018,"60906229fc13ae0a6b000364","Phyllis Vance","Metz, Doyle and Greenholt",1850,,3,6,,11,"d9b22f7d-4389-4f93-8d85-820163e5d603","WEEK",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-10-31 11:44:43.000,200,5,,"5 stars!!!",2021-11-26 08:08:43.000,"9 Vermont Terrace","VonRuedenhaven",,48.595028,-103.732864,"REGULAR","South","AL",58957,"COMPLETED","Curlos Sheep","curlos@metz.com"
"Multipurpose",21798,"60906229fc13ae0a6b0000bf","Erin Hannon","Armstrong Group",40,,148,3,,14,"d9dd1f0b-4e4f-4dda-8d47-85be48f3174d","MONTH",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-10-25 13:28:27.000,200,4,,"Excellent customer service. The product itself is standard, but I enjoy working with my account manager so much that we end up resubscribing.",2021-11-06 10:06:51.000,"90860 Columbus Pass","New Wendell",100,40.26491,-81.731281,"EXPRESS","South","WV",43871,"COMPLETED","Sally Squirrel","sally@armstrong.com"
"Cardstock",369,"60906229fc13ae0a6b0002d9","Andy Bernard","Ratke-Baumbach",493,,3,7,,2,"da847ec5-3d1d-4706-b559-32a00775f9cb","BIWEEK",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-11-03 15:35:44.000,100,3,,"Wish they had more selection. I have to order paper from various sources just to make sure that our company is completely stocked.",2021-11-27 06:57:20.000,"54764 Bartillon Point","Jairoburgh",100,30.425575,-90.88612,"EXPRESS","West","MT",70726,"COMPLETED","Kidd Goat","kidd@ratke-baumbach.com"
"Printer",1978.5,"60906229fc13ae0a6b0001b7","Dwight Schrute","Romaguera-Dooley",57,,47,0,,5,"db22cf72-ad9c-4e8b-82bb-61898705f1b8","MONTH",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-09-04 20:59:45.000,150,4,,"The one thing that keeps me coming back is the relationship that I have with my account manager. They're GREAT!",2021-10-04 02:59:45.000,"49 Green Lane","Lake Alexieview",100,57.7943,-135.184384,"EXPRESS","Northeast","NY",99850,"COMPLETED","Bam Deer","bam@romaguera-dooley.com"
"Kraft Roll",6598.900000000001,"60906229fc13ae0a6b0002cf","Kevin Malone","Barrows-Kshlerin",548,,77,5,3,12,"db4081a5-541a-4667-b4aa-b1610731a906","BIWEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-08-12 01:31:26.000,110,4,,"The selections aren't big, but they have just what you need.",2021-09-08 14:00:14.000,"3748 Sage Lane","Meghanhaven",,47.454496,-95.616723,"REGULAR","South","LA",56651,"COMPLETED","Celia Eagle","celia@barrows-kshlerin.com"
"Copy",69199.9,"60906229fc13ae0a6b0000d1","Pam Beesly","Cole PLC",868,,115,6,,2,"db80037f-f75f-45cf-82ee-3d7397662f6f","ANNUAL",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-04-08 23:53:46.000,10,,"2021-04-10 0:22:34",,,"78 Westridge Drive","North Joannyburgh",,43.122831,-79.023218,"REGULAR","South","OK",14393,"RETURNED","Plucky Chicken","plucky@cole.com"
"Kraft Roll",712,"60906229fc13ae0a6b00039c","Kevin Malone","Hand-Lemke",488,,87,3,3.92,6,"db967357-477d-4314-945e-8010a3bf8806","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-12-23 11:59:20.000,20,3,,"Decent company. Wish they expanded their product offering.",2022-01-08 10:04:08.000,"0421 Daystar Terrace","Huldaside",100,31.520809,-91.899171,"EXPRESS","Midwest","MI",71343,"COMPLETED","Curly Pig","curly@hand-lemke.com"
"Multipurpose",7819,"60906229fc13ae0a6b00010f","Erin Hannon","Erdman, Simonis and Herzog",891,,80,5,,14,"db9705e3-edea-43f2-9846-650f63c9f2ce","WEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-10-17 04:00:48.000,100,3,,"I mean... they're a paper company. What's there to get excited about?",2021-11-10 21:17:36.000,"95424 Gina Plaza","Buddyhaven",100,32.951539,-93.06287,"EXPRESS","West","AZ",71038,"COMPLETED","Peewee Gorilla","peewee@erdman.com"
"Cardstock",516.6,"60906229fc13ae0a6b00006e","Ryan Howard","Doyle-Schultz",153,,21,7,,5,"dbf81a8b-0977-4006-8cd6-06d61cdcdd1c","MONTH",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-07-07 15:56:29.000,140,4,,"When are y'all going to offer more options?",2021-07-18 14:01:17.000,"0359 Pennsylvania Junction","Jacobsonmouth",,34.0712,-118.443523,"REGULAR","West","UT",90122,"COMPLETED","Fuchsia Deer","fuchsia@doyle-schultz.com"
"Multipurpose",6539.4,"60906229fc13ae0a6b000101","Kelly Kapoor","Swift Group",119,,2,5,,13,"dc3320b1-eecb-4d5f-8cbf-34109c0cdef2","MONTH",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-02-04 04:35:52.000,60,4,,"It took a few days longer to ship than I would have expected, but otherwise a good experience",2021-02-21 00:59:52.000,"2 Tomscot Crossing","South Edaberg",100,34.917644,-94.865138,"EXPRESS","West","MT",74966,"COMPLETED","Vesta Sheep","vesta@swift.com"
"Multipurpose",8600.9,"60906229fc13ae0a6b0000e0","Meredith Palmer","Boyer LLC",683,,50,2,,2,"dcbfb332-47cc-4478-9f4f-2fbd6b04aa18","WEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-05-23 02:04:26.000,110,5,,"Ordering from them is a breeze! My sales rep took care of everything for me",2021-06-13 16:57:14.000,"9 Bluestem Alley","Beierhaven",,40.247834,-79.230681,"REGULAR","Northeast","ME",15659,"COMPLETED","Curt Bear","curt@boyer.com"
"Multipurpose",419.3,"60906229fc13ae0a6b00016b","Pam Beesly","Ondricka Ltd",528,,50,7,,10,"dd12c6cc-dd4c-4e1d-8d21-9bb821a12a83","WEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-11-03 03:21:22.000,70,,,,,"4178 Rusk Road","Grahamshire",,42.731996,-84.554683,"REGULAR","West","AZ",48986,"COMPLETED","Freya Wolf","freya@ondricka.com"
"Multipurpose",7819,"60906229fc13ae0a6b00031b","Ryan Howard","Homenick, Dietrich and Kuhn",793,,112,7,,11,"dd2d5734-e8b0-4961-9e7e-eb82dc552bcc","WEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-04-14 16:09:12.000,100,5,,"5 stars!!!",2021-04-24 23:50:00.000,"67 Brickson Park Park","Friesenstad",,37.695426,-78.637777,"REGULAR","South","FL",24562,"COMPLETED","Harry Hippo","harry@homenick.com"
"Printer",664.5,"60906229fc13ae0a6b000080","Phyllis Vance","Schaden-Gislason",503,,56,7,,6,"dd341580-0b11-4a7d-b276-e383308ba40e","ANNUAL",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-07-06 21:34:38.000,50,5,,"Paper quality is great, but customer service is better!",2021-07-19 16:17:50.000,"6434 Laurel Plaza","North Delaney",,36.267105,-77.313433,"REGULAR","West","UT",27869,"COMPLETED","Ribbot Frog","ribbot@schaden-gislason.com"
"Copy",129510,"60906229fc13ae0a6b00036d","Meredith Palmer","Waelchi, Shanahan and Pacocha",764,,79,3,,3,"ddee7596-347b-4db8-9884-280fae730c7b","WEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-03-14 04:06:06.000,90,4,,"I don't like that I have to mix and match from the limited options they have to get what I want. There's very little flexibility in customizations.",2021-04-04 18:44:30.000,"1194 Norway Maple Avenue","South Lonzo",100,37.122207,-77.820822,"EXPRESS","South","WV",23895,"COMPLETED","Pango Anteater","pango@waelchi.com"
"Printer",2000,"60906229fc13ae0a6b000333","Kevin Malone","Armstrong Ltd",738,,14,6,,14,"ddf97e6c-ccd9-4ec1-b1a7-8c7107d5d428","WEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-05-23 07:00:43.000,80,,,,,"982 Northview Drive","Quitzonfort",,31.696251,-103.138992,"REGULAR","South","SC",79820,"COMPLETED","Olaf Anteater","olaf@armstrong.com"
"Multipurpose",12510.4,"60906229fc13ae0a6b0003c6","Oscar Martinez","Heidenreich-Collier",870,2021-04-16 15:41:11.000,10,,,2,"ddfce3a6-523a-46d2-9394-b537cf20f323",,78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-02-14 11:35:29.000,160,,,,,"2 Fairview Way","Port Leolastad",,35.987493,-86.903598,,"Northeast","NY",37071,"CANCELLED","Katt Cat","katt@heidenreich-collier.com"
